kode_kecamatan,kode_provinsi,kode_kabupaten,nama_kecamatan
"17","16","07","Sembawa"
"18","16","07","Sumber Marga Telang"
"19","16","07","Air Kumbang"
"20","16","07","Karang Agung Ilir"
"21","16","07","Selat Penuguan"
"01","16","08","Martapura"
"02","16","08","Buay Madang"
"03","16","08","Belitang"
"04","16","08","Cempaka"
"05","16","08","Buay Pemuka Peliung"
"06","16","08","Madang Suku II"
"07","16","08","Madang Suku I"
"08","16","08","Semendawai Suku III"
"09","16","08","Belitang II"
"10","16","08","Belitang III"
"11","16","08","Bunga Mayang"
"12","16","08","Buay Madang Timur"
"13","16","08","Madang Suku III"
"14","16","08","Semendawai Barat"
"15","16","08","Semendawai Timur"
"16","16","08","Jayapura"
"17","16","08","Belitang Jaya"
"18","16","08","Belitang Madang Raya"
"19","16","08","Belitang Mulya"
"20","16","08","Buay Pemuka Bangsa Raja"
"01","16","09","Muara Dua"
"02","16","09","Pulau Beringin"
"03","16","09","Banding Agung"
"04","16","09","Muara Dua Kisam"
"05","16","09","Simpang"
"06","16","09","Buay Sandang Aji"
"07","16","09","Buay Runjung"
"08","16","09","Mekakau Ilir"
"09","16","09","Buay Pemaca"
"10","16","09","Kisam Tinggi"
"11","16","09","Kisam Ilir"
"12","16","09","Buay Pematang Ribu Ranau Tengah"
"13","16","09","Warkuk Ranau Selatan"
"14","16","09","Runjung Agung"
"15","16","09","Sungai Are"
"16","16","09","Sindang Danau"
"17","16","09","Buana Pemaca"
"18","16","09","Tiga Dihaji"
"19","16","09","Buay Rawan"
"01","16","10","Muara Kuang"
"02","16","10","Tanjung Batu"
"03","16","10","Tanjung Raja"
"04","16","10","Indralaya"
"05","16","10","Pemulutan"
"06","16","10","Rantau Alai"
"07","16","10","Indralaya Utara"
"08","16","10","Indralaya Selatan"
"09","16","10","Pemulutan Selatan"
"10","16","10","Pemulutan Barat"
"11","16","10","Rantau Panjang"
"12","16","10","Sungai Pinang"
"13","16","10","Kandis"
"14","16","10","Rambang Kuang"
"15","16","10","Lubuk Keliat"
"16","16","10","Payaraman"
"01","16","11","Muara Pinang"
"02","16","11","Pendopo"
"03","16","11","Ulu Musi"
"04","16","11","Tebing Tinggi"
"05","16","11","Lintang Kanan"
"06","16","11","Talang Padang"
"07","16","11","Pasemah Air Keruh"
"08","16","11","Sikap Dalam"
"09","16","11","Saling"
"10","16","11","Pendopo Barat"
"01","16","12","Talang Ubi"
"02","16","12","Penukal Utara"
"03","16","12","Penukal"
"04","16","12","Abab"
"05","16","12","Tanah Abang"
"01","16","13","Rupit"
"02","16","13","Rawas Ulu"
"03","16","13","Nibung"
"04","16","13","Rawas Ilir"
"05","16","13","Karang Dapo"
"06","16","13","Karang Jaya"
"07","16","13","Ulu Rawas"
"01","16","71","Ilir Barat Dua"
"02","16","71","Seberang Ulu Satu"
"03","16","71","Seberang Ulu Dua"
"04","16","71","Ilir Barat Satu"
"05","16","71","Ilir Timur Satu"
"06","16","71","Ilir Timur Dua"
"07","16","71","Sukarami"
"08","16","71","Sako"
"09","16","71","Kemuning"
"10","16","71","Kalidoni"
"11","16","71","Bukitkecil"
"12","16","71","Gandus"
"13","16","71","Kertapati"
"14","16","71","Plaju"
"15","16","71","Alang-alang Lebar"
"16","16","71","Sematangborang"
"17","16","71","Jakabaring"
"18","16","71","Ilir Timur Tiga"
"01","16","72","Pagar Alam Utara"
"02","16","72","Pagar Alam Selatan"
"03","16","72","Dempo Utara"
"04","16","72","Dempo Selatan"
"05","16","72","Dempo Tengah"
"01","16","73","Lubuk Linggau Timur I"
"02","16","73","Lubuk Linggau Barat I"
"03","16","73","Lubuk Linggau Selatan I"
"04","16","73","Lubuk Linggau Utara I"
"05","16","73","Lubuk Linggau Timur II"
"06","16","73","Lubuk Linggau Barat II"
"07","16","73","Lubuk Linggau Selatan II"
"08","16","73","Lubuk Linggau Utara II"
"01","16","74","Prabumulih Barat"
"02","16","74","Prabumulih Timur"
"03","16","74","Cambai"
"04","16","74","Rambang Kapak Tengah"
"05","16","74","Prabumulih Utara"
"06","16","74","Prabumulih Selatan"
"01","17","01","Kedurang"
"02","17","01","Seginim"
"03","17","01","Pino"
"04","17","01","Manna"
"05","17","01","Kota Manna"
"06","17","01","Pino Raya"
"07","17","01","Kedurang Ilir"
"08","17","01","Air Nipis"
"09","17","01","Ulu Manna"
"10","17","01","Bunga Mas"
"11","17","01","Pasar Manna"
"06","17","02","Kota Padang"
"07","17","02","Padang Ulak Tanding"
"08","17","02","Sindang Kelingi"
"09","17","02","Curup"
"10","17","02","Bermani Ulu"
"11","17","02","Selupu Rejang"
"16","17","02","Curup Utara"
"17","17","02","Curup Timur"
"18","17","02","Curup Selatan"
"19","17","02","Curup Tengah"
"20","17","02","Binduriang"
"21","17","02","Sindang Beliti Ulu"
"22","17","02","Sindang Dataran"
"23","17","02","Sindang Beliti Ilir"
"24","17","02","Bermani Ulu Raya"
"01","17","03","Enggano"
"06","17","03","Kerkap"
"07","17","03","Kota Arga Makmur"
"08","17","03","Giri Mulya"
"09","17","03","Padang Jaya"
"10","17","03","Lais"
"11","17","03","Batik Nau"
"12","17","03","Ketahun"
"13","17","03","Napal Putih"
"14","17","03","Putri Hijau"
"15","17","03","Air Besi"
"16","17","03","Air Napal"
"19","17","03","Hulu Palik"
"20","17","03","Air Padang"
"21","17","03","Arma Jaya"
"22","17","03","Tanjung Agung Palik"
"23","17","03","Ulok Kupai"
"24","17","03","Pinang Raya"
"25","17","03","Marga Sakti Sebelat"
"01","17","04","Kinal"
"02","17","04","Tanjung Kemuning"
"03","17","04","Kaur Utara"
"04","17","04","Kaur Tengah"
"05","17","04","Kaur Selatan"
"06","17","04","Maje"
"07","17","04","Nasal"
"08","17","04","Semidang Gumay"
"09","17","04","Kelam Tengah"
